last_judgment,airline_sentiment,airline
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,positive,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,positive,Delta
2/25/2015,positive,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,Delta
2/25/2015,neutral,Delta
2/25/2015,negative,US Airways
2/25/2015,negative,US Airways
2/25/2015,neutral,US Airways
2/25/2015,neutral,US Airways
2/25/2015,negative,US Airways
2/25/2015,neutral,US Airways
2/25/2015,negative,US Airways
2/25/2015,negative,US Airways
2/25/2015,positive,US Airways
2/25/2015,neutral,US Airways
2/25/2015,negative,US Airways
2/25/2015,negative,US Airways
2/25/2015,neutral,US Airways
2/25/2015,negative,US Airways
2/25/2015,negative,US Airways
2/25/2015,negative,US Airways
2/25/2015,neutral,US Airways
2/25/2015,negative,US Airways
2/25/2015,negative,US Airways
2/25/2015,positive,US Airways
2/25/2015,negative,US Airways
2/25/2015,negative,US Airways
2/25/2015,neutral,US Airways
2/25/2015,negative,US Airways
2/25/2015,negative,US Airways
2/25/2015,negative,US Airways
2/25/2015,negative,US Airways
2/25/2015,positive,US Airways
2/25/2015,negative,US Airways
2/25/2015,neutral,US Airways
2/25/2015,neutral,US Airways
2/25/2015,neutral,US Airways
2/25/2015,neutral,US Airways
2/25/2015,positive,US Airways
2/25/2015,negative,US Airways
2/25/2015,neutral,US Airways
2/25/2015,negative,US Airways
